base_name,Record Id,Product Owner.id,Product Owner,Product Name,Product Code,Vendor Name.id,Vendor Name,Product Active,Manufacturer,Product Category,Created By.id,Created By,Modified By.id,Modified By,Created Time,Modified Time,Unit Price,Commission Rate,Usage Unit,Qty Ordered,Quantity in Stock,Reorder Level,Handler.id,Handler,Quantity in Demand,Description,Tag,Inventory,Locked,Last Activity Time,Product Sub Category,Color/Finish,Ususal Price,Channel Price,OEM Price,TMS %,Deal Price,BOM MU Check,Ship Mode,Total Weight,Installation Mode,Product Type,CRM ID,Connected To.module,Connected To.id,Tax Rate
Mayrite Round Coffee Table,zcrm_4301492000069868895,zcrm_4301492000066416001,Suraj Patel,Mayrite Round Coffee Table,CT-MT-RO,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Coffee Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:43:35,4299.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:43:35,,Wenge,2199.0,1832.0,0.0,0.0,0.0,,,8120.0,,Parent,3961202000000717027,,,
Mayrone Large Chest of Drawer,zcrm_4301492000067895086,zcrm_4301492000066416001,Suraj Patel,Mayrone Large Chest of Drawer Brown Maple & White,DC-MYN-LAMF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Chest of Drawers,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-07-28 14:36:28,2025-09-19 11:38:48,22899.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple & White,13299.0,13277.0,0.0,0.0,0.0,,,43220.0,,Child,3961202000000709127,,,
Mayrone Standard Chest of Drawer,zcrm_4301492000067895096,zcrm_4301492000066416001,Suraj Patel,Mayrone Standard Chest of Drawer Brown Maple & White,DC-MYN-STMF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Chest of Drawers,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-07-28 14:42:54,2025-09-19 11:38:48,16599.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple & White,8999.0,8765.0,0.0,0.0,0.0,,,40840.0,,Child,3961202000000706207,,,
Mayrone TV Unit,zcrm_4301492000069868916,zcrm_4301492000066416001,Suraj Patel,Mayrone TV Unit,TU-MYN,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:43:35,15799.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:43:35,Floor Standing TV Unit,Brown Maple & White,8799.0,9367.0,0.0,0.0,0.0,,,31500.0,,Parent,3961202000000710055,,,
Midase Rectangular Pouff Ottoman,zcrm_4301492000069868958,zcrm_4301492000066416001,Suraj Patel,Midase Rectangular Pouff Ottoman,PF-MIS-RT,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Pouffe,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:42:38,1749.0,,Box,0,0,0,,,0,"BLUEWUD Midase Rectangular Engineered Wood Multipurpose Ottoman Pouffe, a chic and functional addition to your living room decor. This versatile footrest stool, measuring 14"" x 10"" x 9"" inches, is crafted from high-quality engineered wood for enhanced durability and stability. Featuring a color, it effortlessly complements a variety of interior styles, adding a vibrant touch to your home. The pouffe is designed with high-density foam, offering superior comfort compared to other ottomans and pouffes. Its robust four-legged construction ensures reliable support, making it ideal for use as a footrest, extra seating, or a decorative accent piece. Elevate your living space with the BLUEWUD Midase Ottoman, where comfort meets elegance, providing the perfect blend of functionality and style for your home furniture needs.",,,False,2025-09-18 14:42:38,,,1399.0,647.0,,,,,,1700.0,,Parent,3961202000000714023,,,
Midase Rectangular Pouff Ottoman Blue,zcrm_4301492000067967129,zcrm_4301492000066419001,Roshan Kumar,Midase Rectangular Pouff Ottoman Blue,PF-MIS-RTU,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Pouffe,zcrm_4301492000066419001,Roshan Kumar,zcrm_4301492000000425001,Ankita Singh,2025-07-28 18:06:23,2025-09-19 11:38:48,1749.0,0.0,Box,0,0,0,,,0,"BLUEWUD Midase Rectangular Engineered Wood Multipurpose Ottoman Pouffe, a chic and functional addition to your living room decor. This versatile footrest stool, measuring 14"" x 10"" x 9"" inches, is crafted from high-quality engineered wood for enhanced durability and stability. Featuring a color, it effortlessly complements a variety of interior styles, adding a vibrant touch to your home. The pouffe is designed with high-density foam, offering superior comfort compared to other ottomans and pouffes. Its robust four-legged construction ensures reliable support, making it ideal for use as a footrest, extra seating, or a decorative accent piece. Elevate your living space with the BLUEWUD Midase Ottoman, where comfort meets elegance, providing the perfect blend of functionality and style for your home furniture needs.",,,False,2025-09-19 11:38:48,,Blue,1399.0,647.0,0.0,0.0,0.0,,,1700.0,,Child,3961202000000707147,,,
Midase Rectangular Pouff Ottoman Grey,zcrm_4301492000067967121,zcrm_4301492000066419001,Roshan Kumar,Midase Rectangular Pouff Ottoman Grey,PF-MIS-RTE,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Pouffe,zcrm_4301492000066419001,Roshan Kumar,zcrm_4301492000000425001,Ankita Singh,2025-07-28 18:05:13,2025-09-19 11:38:48,1749.0,0.0,Box,0,0,0,,,0,"BLUEWUD Midase Rectangular Engineered Wood Multipurpose Ottoman Pouffe, a chic and functional addition to your living room decor. This versatile footrest stool, measuring 14"" x 10"" x 9"" inches, is crafted from high-quality engineered wood for enhanced durability and stability. Featuring a color, it effortlessly complements a variety of interior styles, adding a vibrant touch to your home. The pouffe is designed with high-density foam, offering superior comfort compared to other ottomans and pouffes. Its robust four-legged construction ensures reliable support, making it ideal for use as a footrest, extra seating, or a decorative accent piece. Elevate your living space with the BLUEWUD Midase Ottoman, where comfort meets elegance, providing the perfect blend of functionality and style for your home furniture needs.",,,False,2025-09-19 11:38:48,,Grey,1399.0,647.0,0.0,0.0,0.0,,,1700.0,,Child,3961202000000705135,,,
Millie TV Unit,zcrm_4301492000069868413,zcrm_4301492000066416001,Suraj Patel,Millie TV Unit Brown Maple,TU-MLE-M,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,1649.0,0.0,Box,0,0,0,,,0,"BLUEWUD MIllie Engineering Wood Wall Mount TV Entertainment Unit, a sleek and functional centerpiece for your living room or bedroom. Designed to accommodate TVs up to 55 inches, this unit is crafted from high-quality engineered wood in a finish, adding a contemporary touch to any space. Featuring multiple shelves, it offers ample storage for your set-top box, books, and decorative items, helping you create an organized and stylish display. The wall-mounted design not only saves valuable floor space but also enhances your roomâ€™s aesthetic with a clean, modern look. Elevate your home entertainment experience with the BLUEWUD Millie Engineering Wood TV Entertainment Unit, where practicality meets sophisticated design",,,False,2025-09-19 11:38:48,Wall Mount TV Unit,Brown Maple,1849.0,1465.0,0.0,0.0,0.0,,,4000.0,,Child,3961202000000716119,,,
Miltra TV Top Shelf,zcrm_4301492000069868865,zcrm_4301492000066416001,Suraj Patel,Miltra TV Top Shelf,TP-MTA,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wall Shelves,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:43:35,5449.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:43:35,,Brown Maple,3499.0,3026.0,0.0,0.0,0.0,,,16000.0,,Parent,3961202000000716031,,,
Molse Bookshelf,zcrm_4301492000069868379,zcrm_4301492000066416001,Suraj Patel,Molse Bookshelf Brown Maple,SB-MOL-M,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bookshelf,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,7599.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,4349.0,3764.0,0.0,0.0,0.0,,,18850.0,,Child,3961202000000706159,,,
Noah Round Pouff Ottoman,zcrm_4301492000067967137,zcrm_4301492000066419001,Roshan Kumar,Noah Round Pouff Ottoman White,PF-NAH-ROF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Pouffe,zcrm_4301492000066419001,Roshan Kumar,zcrm_4301492000000425001,Ankita Singh,2025-07-28 18:07:52,2025-09-19 11:38:48,1999.0,0.0,Box,0,0,0,,,0,"BLUEWUD Noah Round Engineered Wood Multipurpose Ottoman Pouffe, a versatile addition to your living room decor. This elegant footrest stool, sized at 13"" x 15"" inches, combines style and functionality, making it perfect for any home furniture ensemble. Crafted from premium engineered wood, it boasts a strong build with four sturdy legs, ensuring durability and stability. The high-density foam cushioning provides superior comfort, setting it apart from other pouffes and ottomans. Its color adds a touch of sophistication, seamlessly blending with various decor styles. Whether used as a footrest, extra seating, or a stylish accent piece, the BLUEWUD Noah Ottoman is designed to enhance your living space. Experience the perfect blend of comfort and durability with this premium quality, multipurpose ottoman pouffe, ideal for elevating your home's aesthetic appeal.",,,False,2025-09-19 11:38:48,,White,1799.0,1326.0,0.0,0.0,0.0,,,1700.0,,Child,3961202000000716159,,,
Noah Round Pouff Ottoman Brown,zcrm_4301492000067967145,zcrm_4301492000066419001,Roshan Kumar,Noah Round Pouff Ottoman Brown,PF-NAH-RON,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Pouffe,zcrm_4301492000066419001,Roshan Kumar,zcrm_4301492000000425001,Ankita Singh,2025-07-28 18:09:34,2025-09-19 11:38:48,1999.0,0.0,Box,0,0,0,,,0,"BLUEWUD Noah Round Engineered Wood Multipurpose Ottoman Pouffe, a versatile addition to your living room decor. This elegant footrest stool, sized at 13"" x 15"" inches, combines style and functionality, making it perfect for any home furniture ensemble. Crafted from premium engineered wood, it boasts a strong build with four sturdy legs, ensuring durability and stability. The high-density foam cushioning provides superior comfort, setting it apart from other pouffes and ottomans. Its color adds a touch of sophistication, seamlessly blending with various decor styles. Whether used as a footrest, extra seating, or a stylish accent piece, the BLUEWUD Noah Ottoman is designed to enhance your living space. Experience the perfect blend of comfort and durability with this premium quality, multipurpose ottoman pouffe, ideal for elevating your home's aesthetic appeal.",,,False,2025-09-19 11:38:48,,Brown Maple,1799.0,1326.0,0.0,0.0,0.0,,,1700.0,,Child,3961202000000713171,,,
Noel Rectangle Coffee Table,zcrm_4301492000069868856,zcrm_4301492000066416001,Suraj Patel,Noel Rectangle Coffee Table,CT-NO-RT,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Coffee Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:43:35,5199.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:43:35,,Brown Maple,2649.0,2023.0,0.0,0.0,0.0,,,10800.0,,Parent,3961202000000712043,,,
Nohee Bed Side Table,zcrm_4301492000070103274,zcrm_4301492000066416001,Suraj Patel,Nohee Bed Side Table,BT-NHE,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bedside Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:01,2025-09-18 14:42:38,2799.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:42:38,,Brown Maple,1299.0,1009.0,0.0,0.0,0.0,,,7100.0,,Parent,3961202000000714027,,,
Norel Adjustable Monitor Stand,zcrm_4301492000069868973,zcrm_4301492000066416001,Suraj Patel,Norel Adjustable Monitor Stand,TS-NL-A,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Monitor Stand,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:42:38,1199.0,,Box,0,0,0,,,0,,,,False,2025-09-18 14:42:38,,,499.0,454.0,,,,,,1515.0,,Parent,3961202000000716019,,,
Norel Large Monitor Stand,zcrm_4301492000069868316,zcrm_4301492000066416001,Suraj Patel,Norel Large Monitor Stand Brown Maple,TS-NL-LAM,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Monitor Stand,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,1999.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,1199.0,739.0,0.0,0.0,0.0,,,3800.0,,Child,3961202000000717083,,,
Norel Monitor Stand,zcrm_4301492000069868407,zcrm_4301492000066416001,Suraj Patel,Norel Monitor Stand Wenge,TS-NL-W,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Monitor Stand,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,899.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Wenge,469.0,208.0,0.0,0.0,0.0,,,1100.0,,Child,3961202000000706119,,,
Norel Standard Monitor Stand,zcrm_4301492000069868391,zcrm_4301492000066416001,Suraj Patel,Norel Standard Monitor Stand Brown Maple,TS-NL-STM,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Monitor Stand,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,899.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,999.0,431.0,0.0,0.0,0.0,,,4000.0,,Child,3961202000000713123,,,
Novebuk Bookshelf,zcrm_4301492000069868411,zcrm_4301492000066416001,Suraj Patel,Novebuk Bookshelf Brown Maple & White,SB-NBK-MF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bookshelf,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,7799.0,0.0,Box,0,0,0,,,0,"BLUEWUD Novebuk Engineered Wood Bookshelf Cabinet is a functional addition to your home library. With shelves designed for dÃ©cor display and ample space for organizing books, this wall-mountable or floor-standing unit offers a stylish and organized solution. Keep your books neatly arranged while showcasing your dÃ©cor items elegantly, making it a versatile and practical choice for your home library.",,,False,2025-09-19 11:38:48,,Brown Maple & White,4099.0,3489.0,0.0,0.0,0.0,,,24450.0,,Child,3961202000000713107,,,
Nuffon Study Table,zcrm_4301492000069868993,zcrm_4301492000066416001,Suraj Patel,Nuffon Study Table,ST-NFN,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Study Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:42:38,,,Box,0,0,0,,,0,,,,False,2025-09-18 14:42:38,,,,,,,,,,,,Parent,3961202000000707039,,,
Oleye Shoe Rack,zcrm_4301492000069868846,zcrm_4301492000066416001,Suraj Patel,Oleye Shoe Rack,SR-OLY,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:44:15,10499.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:44:15,,Brown Maple & Beige,6099.0,6012.0,0.0,0.0,0.0,,,29450.0,,Parent,3961202000000706039,,,
Oliver Bed Side Table,zcrm_4301492000069868964,zcrm_4301492000066416001,Suraj Patel,Oliver Bed Side Table,BT-OL,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bedside Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:42:38,3599.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:42:38,,Brown Maple,1849.0,1524.0,0.0,0.0,0.0,,,7700.0,,Parent,3961202000000717007,,,
Oliver Coffee Table,zcrm_4301492000069868962,zcrm_4301492000066416001,Suraj Patel,Oliver Coffee Table,CT-OL,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Coffee Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:42:38,4899.0,0.0,Box,0,0,0,,,0,"BLUEWUD Oliver Coffee Center Table combines style and practicality for your living room. Crafted from engineered wood in our newest shade finish, this table offers both elegance and functionality. With its thoughtful design and ample storage, it's perfect for organizing essentials while complementing your sofa set. Enhance your living room's aesthetic and enjoy the convenience of extra storage with this sophisticated and versatile coffee table.",,,False,2025-09-18 14:42:38,,Brown Maple,2249.0,1928.0,0.0,0.0,0.0,,,12400.0,,Parent,3961202000000712003,,,
Oliver TV Unit,zcrm_4301492000069868338,zcrm_4301492000066416001,Suraj Patel,Oliver TV Unit Brown Maple,TU-OL-M,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,4599.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Floor Standing TV Unit,Brown Maple,2399.0,2095.0,0.0,0.0,0.0,,,12500.0,,Child,3961202000000706131,,,
Opryt Kichen Cabinet,zcrm_4301492000069868771,zcrm_4301492000066416001,Suraj Patel,Opryt Kichen Cabinet White,KC-OPT-1NF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Kitchen Cabinet,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,7299.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,White,4299.0,3537.0,0.0,0.0,0.0,,,16100.0,,Child,3961202000000715059,,,
Opryt Set of 2 Kichen Cabinet,zcrm_4301492000070103286,zcrm_4301492000066416001,Suraj Patel,Opryt Set of 2 Kichen Cabinet,KC-OPT-2N,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Kitchen Cabinet,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:01,2025-09-18 14:42:38,13199.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:42:38,,White,7799.0,7108.0,0.0,0.0,0.0,,,32200.0,,Parent,3961202000000712015,,,
Opryt with Shelf Kichen Cabinet,zcrm_4301492000069868772,zcrm_4301492000066416001,Suraj Patel,Opryt with Shelf Kichen Cabinet White,KC-OPT-1SF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Kitchen Cabinet,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,7299.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,White,4399.0,3544.0,0.0,0.0,0.0,,,18000.0,,Child,3961202000000703059,,,
Opryt with Shelf Set of 2 Kichen Cabinet,zcrm_4301492000069868783,zcrm_4301492000066416001,Suraj Patel,Opryt with Shelf Set of 2 Kichen Cabinet White,KC-OPT-2SF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Kitchen Cabinet,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,13599.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,White,7899.0,7088.0,0.0,0.0,0.0,,,18000.0,,Child,3961202000000712071,,,
Osnale Rectangle Coffee Table,zcrm_4301492000067815239,zcrm_4301492000066419001,Roshan Kumar,Osnale Rectangle Coffee Table Brown Maple,CT-OSN-RTM,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Coffee Table,zcrm_4301492000066419001,Roshan Kumar,zcrm_4301492000000425001,Ankita Singh,2025-07-26 17:49:53,2025-09-19 11:38:48,4149.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,2099.0,1559.0,0.0,0.0,0.0,,,9000.0,,Child,3961202000000708119,,,
Otto Remote Holder,zcrm_4301492000069868939,zcrm_4301492000066416001,Suraj Patel,Otto Remote Holder,RH-OT,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Remote Holder,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:43:35,1199.0,,Box,0,0,0,,,0,,,,False,2025-09-18 14:43:35,,,599.0,466.0,,,,,,730.0,,Parent,3961202000000711051,,,
Otto Remote Holder Tree,zcrm_4301492000069868393,zcrm_4301492000066416001,Suraj Patel,Otto Remote Holder Wenge Tree,RH-OT-WT,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Remote Holder,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,1199.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Wenge Tree,599.0,466.0,0.0,0.0,0.0,,,730.0,,Child,3961202000000710087,,,
Petel TV Unit,zcrm_4301492000069868931,zcrm_4301492000066416001,Suraj Patel,Petel TV Unit,TU-PTL,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:43:35,6449.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:43:35,Floor Standing TV Unit,Brown Maple,3699.0,3728.0,0.0,0.0,0.0,,,20000.0,,Parent,3961202000000716039,,,
Petree Wall Shelve,zcrm_4301492000069868254,zcrm_4301492000066416001,Suraj Patel,Petree Wall Shelve Brown Maple,S-PTE-M,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wall Shelves,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,4499.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,2649.0,1969.0,0.0,0.0,0.0,,,11600.0,,Child,3961202000000709151,,,
Phelix Bookshelf,zcrm_4301492000069868397,zcrm_4301492000066416001,Suraj Patel,Phelix Bookshelf Wenge,SB-PH-W,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bookshelf,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,1749.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Wenge,749.0,410.0,0.0,0.0,0.0,,,,,Child,3961202000000706111,,,
Pollo Bed,zcrm_4301492000069868974,zcrm_4301492000066416001,Suraj Patel,Pollo Single Bed,B-POL-SN,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bed,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:42:38,15799.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:42:38,,Wenge,8899.0,8354.0,0.0,0.0,0.0,,,46100.0,,Parent,3961202000000711003,,,
Pollo with Storage Bed,zcrm_4301492000067815039,zcrm_4301492000066416001,Suraj Patel,Pollo Queen with Storage Bed Wenge,B-POL-QTFW,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bed,zcrm_4301492000066419001,Roshan Kumar,zcrm_4301492000000425001,Ankita Singh,2025-07-26 17:11:59,2025-09-19 11:38:48,24999.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Wenge,14999.0,14573.0,0.0,0.0,0.0,,,34290.0,,Child,3961202000000710159,,,
Primax Grande Large TV Unit,zcrm_4301492000069868300,zcrm_4301492000066416001,Suraj Patel,Primax Grande Large TV Unit Brown Maple & White,TU-PMG-LAMF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,8149.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Wall Mount TV Unit,Brown Maple & White,3699.0,3622.0,0.0,0.0,0.0,,,20850.0,,Child,3961202000000716151,,,
Primax Grande Standard TV Unit,zcrm_4301492000069868308,zcrm_4301492000066416001,Suraj Patel,Primax Grande Standard TV Unit Wenge,TU-PMG-STW,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,6899.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Wall Mount TV Unit,Wenge,3099.0,3014.0,0.0,0.0,0.0,,,14850.0,,Child,3961202000000715103,,,
Primax Large TV Unit,zcrm_4301492000069868885,zcrm_4301492000066416001,Suraj Patel,Primax Large TV Unit,TU-PM-LA,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:43:35,6449.0,0.0,Box,0,0,0,,,0,"BLUEWUD Primax Large Engineering Wood Wall Mount TV Entertainment Unit is a space-saving and stylish addition to your bedroom or living room. This unit features shelves for organizing books and decor items and is designed to accommodate TVs up to 50 inches, it adds a touch of sophistication to your decor. Elevate your entertainment setup with the BLUEWUD Primax Grande TV Entertainment Unit, combining both style and functionality effortlessly.",,,False,2025-09-18 14:43:35,Wall Mount TV Unit,Wenge,2999.0,2836.0,0.0,0.0,0.0,,,15850.0,,Parent,3961202000000703031,,,
Primax Plus Large TV Unit,zcrm_4301492000069868892,zcrm_4301492000066416001,Suraj Patel,Primax Plus Large TV Unit,TU-PMP-L,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:43:35,7299.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:43:35,Wall Mount TV Unit,Wenge & White,3499.0,3300.0,0.0,0.0,0.0,,,18770.0,,Parent,3961202000000713051,,,
Primax Solo Large TV Unit,zcrm_4301492000069868862,zcrm_4301492000066416001,Suraj Patel,Primax Solo Large TV Unit,TU-PMS-LA,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:43:35,5199.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:43:35,Wall Mount TV Unit,Wenge,2349.0,2120.0,0.0,0.0,0.0,,,10850.0,,Parent,3961202000000717019,,,
Primax Solo Standard TV Unit,zcrm_4301492000069868370,zcrm_4301492000066416001,Suraj Patel,Primax Solo Standard TV Unit Brown Maple,TU-PMS-STM,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,4299.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Wall Mount TV Unit,Brown Maple,1949.0,1673.0,0.0,0.0,0.0,,,8735.0,,Child,3961202000000708103,,,
